Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit_distance,Northeastern University_transit_cost,Northeastern University_driving_distance,Boston University_transit_distance,Boston University_transit_cost,Boston University_driving_distance,Boston College_transit_distance,Boston College_transit_cost,Boston College_driving_distance
North Cambridge,"223 Concord Turnpike,Unit 169,Cambridge,MA,02140,North Cambridge",3610,0,0,2,2,14151,2.4,10650,16054,2.4,9156,20749,2.4,11032
Allston,"65 Brainerd Rd.,Unit 75-220,Boston,MA,02134,Allston",3611,0,0,1,1,4787,2.4,4285,1567,2.4,1599,4357,2.4,4194
Brighton,"175 Washington St.,Unit 3251,Boston,MA,02135,Brighton",3617,0,0,1,1,7860,3.4,5395,3031,2.4,3110,3036,2.4,2797
East Boston,"126 Border St.,Unit 344,Boston,MA,02128,East Boston",3619,0,0,2,2,6788,2.4,7861,8704,2.4,7345,13399,2.4,18021
Back Bay,"770 Boylston St.,Unit 770-15E,Boston,MA,02199,Back Bay",3620,0,0,1,1,2323,1.7,8078,4333,2.4,6023,9028,2.4,13280
Jamaica Plain,"250 Centre,Unit 509,Boston,MA,02119,Jamaica Plain",3620,0,0,2,1,2672,1.7,1990,6072,3.4,4920,9836,5.8,7330
Kendall Square,"33 Rogers St.,Unit 220,Cambridge,MA,02142,Kendall Square",3629,0,0,1,1,6897,2.4,5138,8831,2.4,4183,13517,2.4,9350
Midtown,"665 Washington St.,Unit 1104,Boston,MA,02116,Midtown",3630,0,0,1,1,3413,2.4,4532,6882,4.1,6927,10027,2.4,15946
Kendall Square,"33 Rogers St.,Unit 220,Cambridge,MA,02142,Kendall Square",3630,0,0,1,1,6897,2.4,5138,8831,2.4,4183,13517,2.4,9350
Dorchester,"401 Mount Vernon St.,Unit 401-827,Boston,MA,02125,Dorchester",3633,0,0,2,1,8215,1.7,6082,11214,3.4,12295,18527,4.1,20800
Mission Hill,"1575 Tremont,Unit 1210,Boston,MA,02120,Mission Hill",3633,0,0,2,1,1349,2.4,1289,5580,3.4,2620,7984,4.1,6760
North Cambridge,"80 Cambridgepark Dr.,Unit 328,Cambridge,MA,02140,North Cambridge",3634,0,0,2,1,13698,2.4,10062,15601,2.4,8568,20296,2.4,10444
Dorchester,"401 Mount Vernon St.,Unit 375-213,Boston,MA,02125,Dorchester",3635,0,0,2,2,8215,1.7,6082,11214,3.4,12295,18527,4.1,20800
Allston,"65 Brainerd Rd.,Unit 60-412,Boston,MA,02134,Allston",3636,0,0,1,1,4787,2.4,4285,1567,2.4,1599,4357,2.4,4194
North End,"1 Canal St.,Unit 433,Boston,MA,02114,North End",3640,0,0,1,1,4506,2.4,5252,6441,2.4,4736,11135,2.4,17935
West Roxbury,"595 VFW Pkwy.,Boston,MA,02467,West Roxbury",3640,0,0,2,1,16046,5.1,9849,14126,5.1,9489,17067,7.5,6343
North Cambridge,"223 Concord Turnpike,Unit 145,Cambridge,MA,02140,North Cambridge",3640,0,0,2,2,14151,2.4,10650,16054,2.4,9156,20749,2.4,11032
Allston,"65 Brainerd Rd.,Unit 60-512,Boston,MA,02134,Allston",3641,0,0,1,1,4787,2.4,4285,1567,2.4,1599,4357,2.4,4194
North End,"50 Causeway St.,Unit 1216,Boston,MA,02114,North End",3643,0,0,1,1,4902,2.4,4894,6827,2.4,4378,11522,2.4,15054
North End,"50 Causeway St.,Unit 1210,Boston,MA,02114,North End",3649,0,0,1,1,4902,2.4,4894,6827,2.4,4378,11522,2.4,15054
Allston,"40 Malvern St.,Unit 604,Boston,MA,02134,Allston",3650,0,0,2,2,5268,3.4,6084,752,0,1038,5460,2.4,4560
Allston,"40 Malvern St.,Unit 202,Boston,MA,02134,Allston",3650,0,0,2,2,5268,3.4,6084,752,0,1038,5460,2.4,4560
North End,"263-269 North St.,Unit 3,Boston,MA,02113,North End",3650,0,0,2,1,4996,2.4,5893,8880,4.1,5180,11432,2.4,17300
North End,"1 Canal St.,Unit 518,Boston,MA,02114,North End",3650,0,0,1,1,4506,2.4,5252,6441,2.4,4736,11135,2.4,17935
Dorchester,"102 Buttonwood St.,Unit 3,Boston,MA,02125,Dorchester",3650,0,0,3,1,6231,1.7,3569,9229,3.4,10993,16542,4.1,19498
Beacon Hill,"18 Garden St.,Unit 3,Boston,MA,02114,Beacon Hill",3650,0,0,1,1,6311,4.8,4095,5788,4.1,3579,11286,2.4,14255
Coolidge Corner,"175 Freeman St.,Unit 902,Brookline,MA,02446,Coolidge Corner",3650,0,0,2,1,4293,1.7,2998,587,0,587,5884,2.4,4960
Coolidge Corner,"175 Freeman St.,Unit 821,Brookline,MA,02446,Coolidge Corner",3650,0,0,2,1,4293,1.7,2998,587,0,587,5884,2.4,4960
Coolidge Corner,"1600 Beacon,Unit 811,Brookline,MA,02446,Coolidge Corner",3650,0,0,2,2,4869,2.4,4011,2790,2.4,2670,3406,2.4,2960
Allston,"40 Malvern St.,Unit 604,Boston,MA,02134,Allston",3650,0,0,2,2,5268,3.4,6084,752,0,1038,5460,2.4,4560
Allston,"40 Malvern St.,Unit 202,Boston,MA,02134,Allston",3650,0,0,2,2,5268,3.4,6084,752,0,1038,5460,2.4,4560
Allston,"157 Everett St.,Unit 203,Boston,MA,02134,Allston",3650,0,0,2,2,7838,3.4,7558,2511,1.7,2378,5260,2.4,4018
Allston,"40 Malvern St.,Unit 602,Boston,MA,02134,Allston",3650,0,0,2,2,5268,3.4,6084,752,0,1038,5460,2.4,4560
Charlestown,"33 3rd St.,Unit PH303,Boston,MA,02129,Charlestown",3650,0,0,2,1,6115,2.4,7119,10547,5.1,6603,15068,5.1,17279
West Roxbury,"21 Maplewood St.,Unit 2,Boston,MA,02132,West Roxbury",3650,0,0,3,1,14995,5.1,11723,12756,5.1,11363,20536,5.8,9642
Allston,"40 Malvern St.,Unit 602,Boston,MA,02134,Allston",3650,0,0,2,2,5268,3.4,6084,752,0,1038,5460,2.4,4560
Allston,"40 Malvern St.,Unit 604,Boston,MA,02134,Allston",3650,0,0,2,2,5268,3.4,6084,752,0,1038,5460,2.4,4560
North Cambridge,"2 Earhart St.,Unit 717,Cambridge,MA,02141,North Cambridge",3650,0,0,2,1,6354,2.4,5033,8279,2.4,4517,12974,2.4,15193
Kendall Square,"33 Rogers St.,Unit 503,Cambridge,MA,02142,Kendall Square",3650,0,0,1,1,6897,2.4,5138,8822,2.4,4183,13517,2.4,9350
Dorchester,"81 Ballou Ave.,Unit 1,Boston,MA,02124,Dorchester",3650,0,0,3,2,8323,1.7,7301,19693,4.1,10794,24388,4.1,11811
Mission Hill,"95 Saint Alphonsus,Unit 204,Boston,MA,02120,Mission Hill",3652,0,0,1,1,944,2.4,961,5596,3.4,2292,8000,4.1,6833
Brighton,"9 Bronsdon St.,Unit 21B-C_14264,Boston,MA,02135,Brighton",3655,0,0,3,1,7794,3.4,6424,4966,3.4,3503,4426,4.1,3527
Brighton,"9 Bronsdon St.,Unit 21B-B_14263,Boston,MA,02135,Brighton",3655,0,0,3,1,7794,3.4,6424,4966,3.4,3503,4426,4.1,3527
Back Bay,"770 Boylston St.,Unit 780-16K,Boston,MA,02199,Back Bay",3655,0,0,1,1,2323,1.7,8078,4887,4.1,6023,9028,2.4,13280
Dorchester,"24 Oyster Bay Rd.,Unit 330115,Boston,MA,02125,Dorchester",3655,0,0,2,1,8278,1.7,5542,11028,3.4,11755,18341,4.1,20260
Dorchester,"401 Mount Vernon St.,Unit 401-728,Boston,MA,02125,Dorchester",3658,0,0,2,2,8215,1.7,6082,11214,3.4,12295,18527,4.1,20800
East Boston,"126 Border St.,Unit 302,Boston,MA,02128,East Boston",3662,0,0,2,2,6788,2.4,7861,8704,2.4,7345,13399,2.4,18021
Chinatown,"120 Kingston St.,Unit 2211,Boston,MA,02111,Chinatown",3666,0,0,1,1,3607,2.4,4407,6882,4.1,6802,10221,2.4,15821
Charlestown,"250 1st Ave.,Unit 1-0312,Boston,MA,02129,Charlestown",3667,0,0,1,1,18957,9.899999999999999,14224,17377,3.4,14438,31104,9.4,6151
Midtown,"45 Stuart St.,Unit 1808,Boston,MA,02116,Midtown",3670,0,0,1,1,3302,2.4,2728,6979,4.1,3471,9916,2.4,14852
Dorchester,"24 Oyster Bay Rd.,Unit 70115,Boston,MA,02125,Dorchester",3670,0,0,2,1,8278,1.7,5542,11028,3.4,11755,18341,4.1,20260
North End,"110 Beverly St.,Unit 1111,Boston,MA,02114,North End",3670,0,0,1,1,4869,2.4,6099,6794,2.4,4542,11489,2.4,17518
North End,"110 Beverly St.,Unit 1115,Boston,MA,02114,North End",3670,0,0,1,1,4869,2.4,6099,6794,2.4,4542,11489,2.4,17518
North Cambridge,"203 Concord Turnpike,Unit 1322,Cambridge,MA,02140,North Cambridge",3672,0,0,2,2,14100,2.4,10602,16003,2.4,9108,20698,2.4,10984
North End,"110 Beverly St.,Unit 727,Boston,MA,02114,North End",3675,0,0,1,1,4869,2.4,6099,6794,2.4,4542,11489,2.4,17518
Dorchester,"24 Oyster Bay Rd.,Unit 210114,Boston,MA,02125,Dorchester",3675,0,0,2,1,8278,1.7,5542,11028,3.4,11755,18341,4.1,20260
Chinatown,"660 Washington St.,Unit 21H,Boston,MA,02116,Chinatown",3675,0,0,1,1,3376,2.4,4495,6845,4.1,6890,9990,2.4,15909
North End,"110 Beverly St.,Unit 719,Boston,MA,02114,North End",3675,0,0,1,1,4869,2.4,6099,6794,2.4,4542,11489,2.4,17518
Allston,"25 Haskell,Unit 2,Boston,MA,02135,Allston",3675,0,0,3,1,6011,3.4,5464,3263,3.4,3408,6280,4.1,5175
Allston,"65 Brainerd Rd.,Unit 60-210,Boston,MA,02134,Allston",3677,0,0,1,1,4787,2.4,4285,1567,2.4,1599,4357,2.4,4194
Brighton,"214 Market St.,Unit 401,Boston,MA,02135,Brighton",3680,0,0,2,2,8304,3.4,8810,4304,3.4,2693,3763,4.1,2859
Back Bay,"770 Boylston St.,Unit 770-22E,Boston,MA,02199,Back Bay",3680,0,0,1,1,2323,1.7,8078,4887,4.1,6023,9028,2.4,13280
Jamaica Plain,"3611 Washington St.,Unit 1201,Boston,MA,02130,Jamaica Plain",3683,0,0,2,2,9201,3.4,4624,12601,5.1,7003,16171,4.1,8020
Brighton,"1550 Soldiers Field Rd.,Unit 219,Boston,MA,02135,Brighton",3690,0,0,2,2,9893,3.4,8280,5568,3.4,6786,4206,1.7,3708
Kendall Square,"270 3rd St.,Unit 513,Cambridge,MA,02142,Kendall Square",3690,0,0,1,1,7913,4.1,5319,8013,2.4,4463,12708,2.4,9630
Fenway,"771 Beacon St.,Unit B2-1010,Boston,MA,02215,Fenway",3693,0,0,1,1,3091,1.7,1670,538,0,822,6951,2.4,5904
North End,"91 Prince St.,Unit 9,Boston,MA,02113,North End",3695,0,0,2,1,5051,2.4,6973,8322,4.1,5067,11679,2.4,18392
Jamaica Plain,"394 Centre St.,Unit 3,Boston,MA,02130,Jamaica Plain",3695,0,0,3,1,3958,1.7,2874,5984,3.4,4133,13765,4.1,6543
Brookline Village,"37 Auburn St.,Unit 37-5,Brookline,MA,02446,Brookline Village",3695,0,0,1,1,3668,1.7,3591,3551,3.4,2428,5954,4.1,4062
Brookline Village,"37 Auburn St.,Unit 37-1,Brookline,MA,02446,Brookline Village",3695,0,0,1,1,3668,1.7,3591,3551,3.4,2428,5954,4.1,4062
Back Bay,"770 Boylston St.,Unit 780-25E,Boston,MA,02199,Back Bay",3695,0,0,1,1,2323,1.7,8078,4887,4.1,6023,9028,2.4,13280
Kendall Square,"33 Rogers St.,Unit 503,Cambridge,MA,02142,Kendall Square",3699,0,0,1,1,6897,2.4,5138,8822,2.4,4183,13517,2.4,9350
North End,"115 Salem St.,Unit 10,Boston,MA,02113,North End",3700,0,0,2,1,4697,2.4,6985,8476,4.1,5491,11219,2.4,18404
Allston,"147 Kelton St.,Unit 506,Boston,MA,02134,Allston",3700,0,0,2,2,5311,2.4,4580,2091,2.4,2024,3156,2.4,2928
Back Bay,"12 Commonwealth Ave.,Unit 101,Boston,MA,02116,Back Bay",3700,0,0,1,1,2707,2.4,3374,4627,2.4,2503,9322,2.4,14861
Fenway,"149 Park Dr.,Unit 21,Boston,MA,02215,Fenway",3700,0,0,2,1,546,0,1189,2685,1.7,1481,8805,4.1,6428
Brighton,"18 Caltha,Unit 0,Boston,MA,02135,Brighton",3700,0,0,3,1,8570,2.4,11543,5350,2.4,4778,396,0,2507
Fenway,"151 Park Dr.,Unit 11,Boston,MA,02215,Fenway",3700,0,0,2,1,563,0,1172,2668,1.7,1464,8788,4.1,6411
Back Bay,"31 Massachusetts Ave.,Unit 1-1,Boston,MA,02115,Back Bay",3700,0,0,1,1,1485,1.7,1284,718,0,835,7990,2.4,11699
North End,"357 Commercial St.,Unit 507,Boston,MA,02109,North End",3700,0,0,2,1,5265,2.4,6981,9148,4.1,5487,11700,2.4,18400
Jamaica Plain,"5 Greenley,Unit 2,Boston,MA,02130,Jamaica Plain",3700,0,0,2,1,4454,2.4,3757,7233,4.1,5888,11387,6.5,7665
Beacon Hill,"29 Grove St.,Unit 1,Boston,MA,02114,Beacon Hill",3700,0,0,2,2,6209,4.8,4434,5686,4.1,3918,10985,2.4,14594
Roxbury,"15 Guild St.,Unit 205,Boston,MA,02119,Roxbury",3700,0,0,2,2,2280,1.7,2027,5492,1.7,4131,9781,4.1,8640
Coolidge Corner,"18 Short St.,Unit 5,Brookline,MA,02446,Coolidge Corner",3700,0,0,2,1,7488,2.4,3867,3504,3.4,2167,3803,2.4,3551
Dorchester,"394 Ashmont St.,Unit 2,Boston,MA,02124,Dorchester",3700,0,0,3,2,8366,1.7,9671,12861,3.4,15884,15919,5.8,14596
Mission Hill,"40 Parker Hill Ave.,Unit 5,Boston,MA,02120,Mission Hill",3700,0,0,2,1,1777,2.4,1752,4500,3.4,2994,12280,4.1,6194
Jamaica Plain,"5 Greenley,Unit 2,Boston,MA,02130,Jamaica Plain",3700,0,0,2,1,4454,2.4,3757,7233,4.1,5888,11387,6.5,7665
Coolidge Corner,"18 Short St.,Unit 5,Brookline,MA,02446,Coolidge Corner",3700,0,0,2,1,7488,2.4,3867,3504,3.4,2167,3803,2.4,3551
Dorchester,"394 Ashmont St.,Unit 2,Boston,MA,02124,Dorchester",3700,0,0,3,2,8366,1.7,9671,12861,3.4,15884,15919,5.8,14596
Kenmore,"7 Aberdeen St.,Unit 2,Boston,MA,02215,Kenmore",3700,0,0,3,1,3102,1.7,1945,714,1.7,700,7084,2.4,5647
Charlestown,"49 Elm St.,Unit 1,Boston,MA,02129,Charlestown",3700,0,0,2,1,12517,5.1,6297,9285,5.1,5781,14627,7.5,16457
Jamaica Plain,"81 Amory St.,Unit 401,Boston,MA,02119,Jamaica Plain",3700,0,0,3,2,3463,1.7,2375,6863,3.4,4479,10627,5.8,7817
Jamaica Plain,"17 Ashley,Unit 2,Boston,MA,02130,Jamaica Plain",3700,0,0,3,2,3124,1.7,2496,6524,3.4,5090,10113,6.5,7500
West Roxbury,"96 Greaton Rd.,Unit 2,Boston,MA,02132,West Roxbury",3700,0,0,3,1,15248,5.1,9761,13009,5.1,9401,20789,5.8,7345
Dorchester,"31 Mallon,Unit 3R,Boston,MA,02121,Dorchester",3700,0,0,2,2,5655,1.7,4620,9055,3.4,7632,13208,5.8,11743
Kenmore,"583 Beacon St.,Unit 8,Boston,MA,02215,Kenmore",3700,0,0,2,1,3691,1.7,1504,356,0,356,7199,2.4,6521
Roxbury,"3 Harold Park,Unit 3,Boston,MA,02119,Roxbury",3700,0,0,3,1,3591,1.7,3278,7379,3.4,5382,11144,5.8,8904
Jamaica Plain,"5 Greenley,Unit 2,Boston,MA,02130,Jamaica Plain",3700,0,0,2,1,4454,2.4,3757,7233,4.1,5888,11387,6.5,7665
Jamaica Plain,"81-85 Amory St.,Unit 401,Boston,MA,02119,Jamaica Plain",3700,0,0,3,2,3460,1.7,2372,6860,3.4,4476,10624,5.8,7814
Roxbury,"94 Mount Pleasant,Unit 2,Boston,MA,02119,Roxbury",3700,0,0,3,2,3355,1.7,1590,6439,3.4,4318,11758,4.1,9733
Roxbury,"94 Mount Pleasant Ave.,Unit 2,Boston,MA,02119,Roxbury",3700,0,0,3,2,3355,1.7,1590,6439,3.4,4318,11758,4.1,9733
Kendall Square,"50 Rogers St.,Unit 413,Cambridge,MA,02142,Kendall Square",3700,0,0,1,1,6898,2.4,5139,8832,2.4,4184,13518,2.4,9351
Kenmore,"7 Aberdeen St.,Unit 2,Boston,MA,02215,Kenmore",3700,0,0,3,1,3102,1.7,1945,714,1.7,700,7084,2.4,5647
Allston,"65 Brainerd Rd.,Unit 75-321,Boston,MA,02134,Allston",3702,0,0,1,1,4787,2.4,4285,1567,2.4,1599,3757,2.4,4194
Brighton,"175 Washington St.,Unit 3223,Boston,MA,02135,Brighton",3708,0,0,1,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Jamaica Plain,"3611 Washington St.,Unit 1203,Boston,MA,02130,Jamaica Plain",3709,0,0,2,2,5960,3.4,4624,8624,4.1,7003,16171,4.1,8020
West Roxbury,"240 Independence Dr.,Boston,MA,02467,West Roxbury",3710,0,0,2,1,16045,5.1,8004,13806,5.1,8870,21586,5.8,6228
Charlestown,"75 West School St.,Unit 114,Boston,MA,02129,Charlestown",3710,0,0,1,1,6622,0,6004,8547,0,5488,13242,0,16164
North Cambridge,"80 Cambridgepark Dr.,Unit 528,Cambridge,MA,02140,North Cambridge",3711,0,0,2,1,13698,2.4,10062,15601,2.4,8568,20296,2.4,10444
Midtown,"45 Stuart St.,Unit 2617,Boston,MA,02116,Midtown",3715,0,0,1,1,3302,2.4,2728,5222,2.4,3471,9916,2.4,14852
Kendall Square,"50 Rogers St.,Unit 524,Cambridge,MA,02142,Kendall Square",3715,0,0,1,1,6898,2.4,5139,8832,2.4,4184,13518,2.4,9351
East Boston,"126 Border St.,Unit 542,Boston,MA,02128,East Boston",3724,0,0,2,2,6788,2.4,7861,8704,2.4,7345,13399,2.4,18021
Fenway,"771 Beacon St.,Unit B2-1010,Boston,MA,02215,Fenway",3725,0,0,1,1,3091,1.7,1670,538,0,822,6951,2.4,5904
Beacon Hill,"76 West Cedar,Unit G,Boston,MA,02114,Beacon Hill",3725,0,0,2,1,6123,4.8,3656,5600,4.1,3140,11272,2.4,13816
Fenway,"180 Brookline Ave.,Unit 432,Boston,MA,02215,Fenway",3726,0,0,1,1,2573,1.7,1438,1287,1.7,1147,7330,2.4,6094
North End,"1 Canal St.,Unit 830,Boston,MA,02114,North End",3730,0,0,1,1,4917,2.4,5252,7778,4.1,4736,11135,2.4,17935
Brighton,"175 Washington St.,Unit 3243,Boston,MA,02135,Brighton",3735,0,0,1,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Brighton,"175 Washington St.,Unit 1605,Boston,MA,02135,Brighton",3735,0,0,1,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
East Boston,"126 Border St.,Unit 531,Boston,MA,02128,East Boston",3738,0,0,2,2,6788,2.4,7861,8704,2.4,7345,13399,2.4,18021
Chinatown,"660 Washington St.,Unit 11Q,Boston,MA,02116,Chinatown",3740,0,0,1,1,3376,2.4,4495,6845,4.1,6890,9990,2.4,15909
North End,"110 Beverly St.,Unit 919,Boston,MA,02114,North End",3745,0,0,1,1,4869,2.4,6099,6794,2.4,4542,11497,2.4,17518
Brighton,"175 Washington St.,Unit 3618,Boston,MA,02135,Brighton",3748,0,0,1,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Chinatown,"660 Washington St.,Unit 9Q,Boston,MA,02116,Chinatown",3750,0,0,1,1,3376,2.4,4495,6845,4.1,6890,9990,2.4,15909
Jamaica Plain,"10 Union Ave.,Unit 10A-2,Boston,MA,02130,Jamaica Plain",3750,0,0,3,1,4424,2.4,3727,7203,4.1,5858,11357,6.5,7635
Allston,"100 Linden,Unit 17,Boston,MA,02134,Allston",3750,0,0,3,1,4445,2.4,5650,1225,2.4,1160,4015,2.4,4272
Coolidge Corner,"50 Park St.,Unit 12a,Brookline,MA,02446,Coolidge Corner",3750,0,0,2,2,3803,1.7,3479,3686,3.4,2316,6089,4.1,3927
Allston,"4 Farrington Ave.,Unit 3,Boston,MA,02134,Allston",3750,0,0,3,1,6511,3.4,5440,1455,1.7,1364,4421,2.4,4476
Midtown,"151 Tremont St.,Unit 20B,Boston,MA,02111,Midtown",3750,0,0,1,1,3238,2.4,3048,5158,2.4,3791,9852,2.4,15172
Allston,"14 Gardner St.,Unit 3F,Boston,MA,02134,Allston",3750,0,0,3,1,5785,3.4,5570,1435,1.7,1318,4335,2.4,4171
Allston,"4 Farrington Ave.,Unit 3,Boston,MA,02134,Allston",3750,0,0,3,1,6511,3.4,5440,1455,1.7,1364,4421,2.4,4476
Beacon Hill,"41-43 Phillips,Unit 3,Boston,MA,02114,Beacon Hill",3750,0,0,1,1,4321,2.4,4500,6735,2.4,3984,11430,2.4,14660
West Roxbury,"132 Sherman Rd.,Boston,MA,02467,West Roxbury",3750,0,0,2,1,16385,5.1,7970,14146,5.1,8836,21926,5.8,6194
Allston,"14 Gardner St.,Unit 1F,Boston,MA,02134,Allston",3750,0,0,3,2,5785,3.4,5570,1435,1.7,1318,4335,2.4,4171
Allston,"14 Gardner St.,Unit 3F,Boston,MA,02134,Allston",3750,0,0,3,1,5785,3.4,5570,1435,1.7,1318,4335,2.4,4171
Chinatown,"660 Washington St.,Unit 9Q,Boston,MA,02116,Chinatown",3750,0,0,1,1,3376,2.4,4495,6845,4.1,6890,9990,2.4,15909
Dorchester,"37 Sudan St.,Unit 2,Boston,MA,02125,Dorchester",3750,0,0,3,1,6441,1.7,4012,9439,3.4,11766,16752,4.1,20271
Allston,"100 Linden,Unit 17,Boston,MA,02134,Allston",3750,0,0,3,1,4445,2.4,5650,1225,2.4,1160,4015,2.4,4272
Jamaica Plain,"27 Tower St.,Unit 1,Boston,MA,02130,Jamaica Plain",3750,0,0,3,2,6724,3.4,5101,8570,4.1,7152,16478,4.1,8169
Jamaica Plain,"10 Union Ave.,Unit 10A-2,Boston,MA,02130,Jamaica Plain",3750,0,0,3,1,4424,2.4,3727,7203,4.1,5858,11357,6.5,7635
Jamaica Plain,"24 Tower St.,Unit 1,Boston,MA,02130,Jamaica Plain",3750,0,0,3,2,6701,3.4,5078,8547,4.1,7129,16455,4.1,8146
Dorchester,"24 Oyster Bay Rd.,Unit 200058,Boston,MA,02125,Dorchester",3755,0,0,2,2,8278,1.7,5542,11028,3.4,11755,18341,4.1,20260
Dorchester,"401 Mount Vernon St.,Unit 375-223,Boston,MA,02125,Dorchester",3755,0,0,2,2,8215,1.7,6082,11214,3.4,12295,18527,4.1,20800
North End,"110 Beverly St.,Unit 1012,Boston,MA,02114,North End",3755,0,0,1,1,4869,2.4,6099,6794,2.4,4542,11497,2.4,17518
Brighton,"175 Washington St.,Unit 3304,Boston,MA,02135,Brighton",3755,0,0,1,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Midtown,"45 Stuart St.,Unit 2708,Boston,MA,02116,Midtown",3760,0,0,1,1,3302,2.4,2728,5222,2.4,3471,9916,2.4,14852
Chinatown,"660 Washington St.,Unit 5C,Boston,MA,02116,Chinatown",3760,0,0,1,1,3677,1.7,4495,6845,4.1,6890,9990,2.4,15909
Allston,"65 Brainerd Rd.,Unit 60-406,Boston,MA,02134,Allston",3761,0,0,2,1,4787,2.4,4285,1567,2.4,1599,4357,2.4,4194
Jamaica Plain,"3611 Washington St.,Unit 2413,Boston,MA,02130,Jamaica Plain",3764,0,0,2,2,5960,3.4,4624,8624,4.1,7003,16171,4.1,8020
Brighton,"175 Washington St.,Unit 2410,Boston,MA,02135,Brighton",3765,0,0,1,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Back Bay,"770 Boylston St.,Unit 770-24E,Boston,MA,02199,Back Bay",3770,0,0,1,1,2323,1.7,8078,4333,2.4,6023,9028,2.4,13280
Chinatown,"660 Washington St.,Unit 8C,Boston,MA,02116,Chinatown",3770,0,0,1,1,3677,1.7,4495,6845,4.1,6890,9990,2.4,15909
Chinatown,"660 Washington St.,Unit 11C,Boston,MA,02116,Chinatown",3770,0,0,1,1,3677,1.7,4495,6845,4.1,6890,9990,2.4,15909
Brighton,"1550 Soldiers Field Rd.,Unit 525,Boston,MA,02135,Brighton",3775,0,0,2,2,7895,3.4,8280,5568,3.4,6786,5028,4.1,3708
Midtown,"1 Nassau St.,Unit 803,Boston,MA,02111,Midtown",3775,0,0,2,1,3052,1.7,3805,6553,4.1,4261,10385,2.4,14953
Chinatown,"1 Nassau St.,Unit 803,Boston,MA,02111,Chinatown",3775,0,0,2,2,3052,1.7,3805,6553,4.1,4261,10385,2.4,14953
Midtown,"1 Nassau St.,Unit 416,Boston,MA,02111,Midtown",3780,0,0,2,1,3122,1.7,3798,6580,4.1,4254,10412,2.4,14946
Midtown,"1 Nassau St.,Unit 517,Boston,MA,02111,Midtown",3785,0,0,2,1,3052,1.7,3805,6553,4.1,4261,10385,2.4,14953
Allston,"75 Braintree st.,Unit 205,Boston,MA,02134,Allston",3785,0,0,2,1,6551,3.4,5521,1928,1.7,1731,4814,2.4,3825
Coolidge Corner,"70 Saint Paul St.,Unit 84-1,Brookline,MA,02446,Coolidge Corner",3785,0,0,2,1,3976,1.7,2709,3712,3.4,1609,6115,4.1,4541
North Cambridge,"165 Cambridge Park Dr.,Unit 230,Cambridge,MA,02140,North Cambridge",3788,0,0,2,2,13694,2.4,10014,15597,2.4,8520,20292,2.4,10396
Brighton,"175 Washington St.,Unit 2207,Boston,MA,02135,Brighton",3790,0,0,1,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Chinatown,"660 Washington St.,Unit 24H,Boston,MA,02116,Chinatown",3790,0,0,1,1,3376,2.4,4495,6845,4.1,6890,9990,2.4,15909
East Boston,"126 Border St.,Unit 127,Boston,MA,02128,East Boston",3791,0,0,2,2,6788,2.4,7861,8704,2.4,7345,13399,2.4,18021
North End,"101 Canal St.,Unit 809,Boston,MA,02114,North End",3795,0,0,2,2,4849,2.4,6385,6774,2.4,4696,11477,2.4,17804
Allston,"1185 Commonwealth Ave.,Unit 3,Boston,MA,02134,Allston",3795,0,0,3,2,4445,2.4,5776,1225,2.4,1115,4015,2.4,3885
Charlestown,"250 1st Ave.,Unit 1-0421,Boston,MA,02129,Charlestown",3797,0,0,1,1,18957,9.899999999999999,14224,17377,3.4,14438,31104,9.4,6151
Chinatown,"120 Kingston St.,Unit 2203,Boston,MA,02111,Chinatown",3797,0,0,1,1,4424,2.4,4407,8577,3.4,6802,10221,2.4,15821
Chinatown,"120 Kingston St.,Unit 1107,Boston,MA,02111,Chinatown",3798,0,0,1,1,4424,2.4,4407,8577,3.4,6802,10221,2.4,15821
Mission Hill,"71 South Huntington Ave.,Unit 1,Boston,MA,02130,Mission Hill",3800,0,0,3,1,2230,2.4,2031,4985,3.4,2776,13732,2.4,5976
Allston,"1130 Commonwealth Ave.,Unit 2,Boston,MA,02134,Allston",3800,0,0,3,1,5501,3.4,4139,879,2.4,704,4712,2.4,4856
Mission Hill,"69 South Huntington Ave.,Unit 1,Boston,MA,02130,Mission Hill",3800,0,0,3,1,2237,2.4,2024,4991,3.4,2769,13739,2.4,5969
Mission Hill,"71 South Huntington Ave.,Unit 1,Boston,MA,02130,Mission Hill",3800,0,0,3,1,2230,2.4,2031,4985,3.4,2776,13732,2.4,5976
Dorchester,"49 Savin Hill Ave.,Unit 2,Boston,MA,02125,Dorchester",3800,0,0,3,2,11900,4.1,4053,11652,2.4,11889,16347,2.4,20394
Roxbury,"120 Regent St.,Unit 2,Boston,MA,02119,Roxbury",3800,0,0,3,2,3272,1.7,2005,5807,1.7,4591,11906,4.1,8722
