Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit,Northeastern University_driving,Boston University_transit,Boston University_driving,Boston College_transit,Boston College_driving,Northeastern University_transit_cost,Boston University_transit_cost,Boston College_transit_cost
Back Bay,30 Dalton #2401 Back Bay,4888,0.0,0.0,1.0,1.0,1443.0,1051.0,2562.0,1431.0,8140.0,13158.0,1.7,2.4,2.4
Back Bay,30 Dalton #2302 Back Bay,7191,0.0,0.0,2.0,2.0,1443.0,1051.0,2562.0,1431.0,8140.0,13158.0,1.7,2.4,2.4
Back Bay,30 Dalton #2004 Back Bay,4700,0.0,0.0,1.0,1.0,1443.0,1051.0,2562.0,1431.0,8140.0,13158.0,1.7,2.4,2.4
Fenway,1350 Boylston St. #1207 Fenway,4445,0.0,0.0,1.0,1.0,2881.0,1206.0,1441.0,1246.0,7838.0,6193.0,0,1.7,2.4
Fenway,1350 Boylston St. #PH1612 Fenway,4693,0.0,0.0,1.0,1.0,2881.0,1206.0,1441.0,1246.0,7838.0,6193.0,0,1.7,2.4
Fenway,1350 Boylston St. #708 Fenway,5679,0.0,0.0,2.0,2.0,2881.0,1206.0,1441.0,1246.0,7838.0,6193.0,0,1.7,2.4
Fenway,1350 Boylston St. #1111 Fenway,4785,0.0,0.0,1.0,1.0,2881.0,1206.0,1441.0,1246.0,7838.0,6193.0,0,1.7,2.4
South End,50 Malden St. #325 South End,4020,0.0,0.0,2.0,1.0,3961.0,2057.0,7360.0,3138.0,12151.0,16833.0,1.7,1.7,4.1
South End,50 Malden St. #207 South End,3555,0.0,0.0,2.0,1.0,3961.0,2057.0,7360.0,3138.0,12151.0,16833.0,1.7,1.7,4.1
South End,50 Malden St. #625 South End,4065,0.0,0.0,2.0,1.0,3961.0,2057.0,7360.0,3138.0,12151.0,16833.0,1.7,1.7,4.1
Fenway,200 Brookline Ave. #610 Fenway,3604,0.0,0.0,,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Fenway,200 Brookline Ave. #916 Fenway,4796,0.0,0.0,1.0,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Fenway,200 Brookline Ave. #1007 Fenway,4796,0.0,0.0,1.0,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Fenway,200 Brookline Ave. #1513 Fenway,5221,0.0,0.0,1.0,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Fenway,200 Brookline Ave. #716 Fenway,4746,0.0,0.0,1.0,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Fenway,200 Brookline Ave. #314 Fenway,7260,0.0,0.0,2.0,2.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Fenway,200 Brookline Ave. #1410 Fenway,3955,0.0,0.0,,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Fenway,200 Brookline Ave. #513 Fenway,4736,0.0,0.0,1.0,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Fenway,200 Brookline Ave. #615-A Fenway,6949,0.0,0.0,2.0,2.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Jamaica Plain,50 Evergreen St. #14 Jamaica Plain,2700,0.0,0.0,1.0,1.0,2815.0,2745.0,5672.0,3801.0,13452.0,6690.0,2.4,3.4,4.1
Allston,75 Braintree St. #203 Allston,4085,0.0,0.0,2.0,1.0,6373.0,5521.0,1928.0,1731.0,4814.0,3825.0,3.4,1.7,2.4
Allston,75 Braintree St. #218 Allston,3215,0.0,0.0,1.0,1.0,6373.0,5521.0,1928.0,1731.0,4814.0,3825.0,3.4,1.7,2.4
Brighton,67 Chiswick Rd. #4 Brighton,2960,0.0,0.0,2.0,1.0,6678.0,5803.0,3458.0,3517.0,1776.0,1568.0,2.4,2.4,2.4
Brighton,125 Guest St. #1711 Brighton,6559,0.0,0.0,3.0,2.0,9482.0,8753.0,2530.0,2377.0,4282.0,3383.0,3.4,1.7,2.4
Brighton,1550 Soldiers Field Rd. #516 Brighton,4008,0.0,0.0,2.0,2.0,9893.0,8280.0,5568.0,6786.0,5028.0,3708.0,3.4,3.4,4.1
Bay Village,212 Stuart St. #1605 Bay Village,5385,0.0,0.0,1.0,1.0,2644.0,3864.0,17247.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Bay Village,212 Stuart St. #1505 Bay Village,5335,0.0,0.0,1.0,1.0,2644.0,3864.0,17247.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Bay Village,212 Stuart St. #202 Bay Village,6450,0.0,0.0,2.0,2.0,2644.0,3864.0,17247.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Bay Village,212 Stuart St. #1901 Bay Village,14950,0.0,0.0,2.0,2.0,2644.0,3864.0,17247.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Mission Hill,101 South Huntington Ave. #201 Mission Hill,4759,0.0,0.0,2.0,2.0,2123.0,2119.0,4928.0,2864.0,12681.0,6064.0,2.4,4.1,2.4
Fenway,151 Park Dr. #11 Fenway,3700,0.0,0.0,2.0,1.0,563.0,1172.0,2668.0,1464.0,8169.0,6411.0,0,1.7,2.4
Brighton,125 Chiswick Rd. #407 Brighton,2650,0.0,0.0,1.0,1.0,6645.0,6262.0,3425.0,3977.0,1743.0,1259.0,2.4,2.4,2.4
Brighton,202 Corey Rd. #1 Brighton,2950,0.0,0.0,2.0,1.0,6173.0,4573.0,2953.0,2209.0,2958.0,2925.0,2.4,2.4,2.4
Brighton,185 Chestnut Hill Ave. #6 Brighton,3100,0.0,0.0,,1.0,7794.0,7792.0,3669.0,4017.0,1274.0,1072.0,4.1,2.4,2.4
Brighton,90 Kilsyth Rd. #44 Brighton,3500,0.0,0.0,1.0,1.0,6486.0,5072.0,3266.0,3283.0,2379.0,2460.0,2.4,2.4,2.4
Brighton,91 Wallingford #Driveway Brighton,200,0.0,0.0,,,9632.0,6114.0,3923.0,3828.0,1683.0,1482.0,3.4,2.4,2.4
Allston,2 Webley #parking Allston,175,0.0,0.0,,,4961.0,6101.0,1849.0,1732.0,3777.0,4053.0,4.1,1.7,2.4
Fenway,1350 Boylston St. #PH1709 Fenway,3525,0.0,0.0,,1.0,2881.0,1206.0,1441.0,1246.0,7838.0,6193.0,0,1.7,2.4
Brighton,175 Washington St. #3153 Brighton,4509,0.0,0.0,2.0,2.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Brighton,175 Washington St. #3250 Brighton,2898,0.0,0.0,,1.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Brighton,175 Washington St. #3343 Brighton,3453,0.0,0.0,1.0,1.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Mission Hill,75 Saint Alphonsus St. #1705 Mission Hill,2624,0.0,0.0,1.0,1.0,902.0,966.0,5700.0,2297.0,8104.0,6937.0,2.4,4.1,4.1
Allston,219 Western Ave. #N919 Allston,4313,0.0,0.0,1.0,1.0,6497.0,5857.0,3543.0,4363.0,5629.0,5860.0,3.4,3.4,4.1
Fenway,771 Beacon St. #B2-1010 Fenway,3883,0.0,0.0,1.0,1.0,3091.0,1670.0,538.0,822.0,6951.0,5904.0,0,0,2.4
Bay Village,212 Stuart St. #1803 Bay Village,22510,0.0,0.0,3.0,2.0,2644.0,3864.0,17247.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Brighton,175 Washington St. #3351 Brighton,3562,0.0,0.0,1.0,1.0,,1950525.0,,1947233.0,,1943262.0,,,
Bay Village,212 Stuart St. #403 Bay Village,4540,0.0,0.0,1.0,1.0,2644.0,3864.0,17247.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Bay Village,212 Stuart St. #604 Bay Village,8300,0.0,0.0,2.0,2.0,2644.0,3864.0,17247.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Mission Hill,75 Saint Alphonsus St. #2008 Mission Hill,2514,0.0,0.0,1.0,1.0,902.0,966.0,5700.0,2297.0,8104.0,6937.0,2.4,4.1,4.1
Mission Hill,101 South Huntington Ave. #302 Mission Hill,6155,0.0,0.0,2.0,2.0,2123.0,2119.0,4928.0,2864.0,12681.0,6064.0,2.4,4.1,2.4
Brighton,125 Guest St. #1811 Brighton,6329,0.0,0.0,3.0,2.0,9482.0,8753.0,2530.0,2377.0,4282.0,3383.0,3.4,1.7,2.4
Mission Hill,75 Saint Alphonsus St. #1412 Mission Hill,3464,0.0,0.0,2.0,1.5,902.0,966.0,5700.0,2297.0,8104.0,6937.0,2.4,4.1,4.1
Mission Hill,75 Saint Alphonsus St. #907 Mission Hill,4911,0.0,0.0,3.0,2.0,902.0,966.0,5700.0,2297.0,8104.0,6937.0,2.4,4.1,4.1
South End,89 East Dedham St. #827 South End,3641,0.0,0.0,1.0,1.0,3699.0,2296.0,7098.0,8472.0,12322.0,17007.0,1.7,1.7,4.1
Back Bay,77 Exeter St. #1-604 Back Bay,4917,0.0,0.0,1.0,1.0,2082.0,1442.0,3305.0,2355.0,8840.0,15278.0,1.7,4.1,2.4
Brighton,1550 Soldiers Field Rd. #415 Brighton,2607,0.0,0.0,1.0,1.0,9893.0,8280.0,5568.0,6786.0,5028.0,3708.0,3.4,3.4,4.1
Fenway,200 Brookline Ave. #713 Fenway,4836,0.0,0.0,1.0,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Back Bay,790 Boylston St. #790-17K Back Bay,3201,0.0,0.0,,1.0,2367.0,1744.0,3413.0,2252.0,8948.0,8417.0,1.7,4.1,2.4
South End,89 East Dedham St. #1118 South End,4226,0.0,0.0,1.0,1.0,3699.0,2296.0,7098.0,8472.0,12322.0,17007.0,1.7,1.7,4.1
Mission Hill,75 Saint Alphonsus St. #402 Mission Hill,3239,0.0,0.0,2.0,1.5,902.0,966.0,5700.0,2297.0,8104.0,6937.0,2.4,4.1,2.4
Fenway,200 Brookline Ave. #1510 Fenway,4005,0.0,0.0,,1.0,2612.0,1566.0,1228.0,1032.0,7816.0,5979.0,1.7,1.7,2.4
Brighton,1550 Soldiers Field Rd. #407 Brighton,2612,0.0,0.0,1.0,1.0,9893.0,8280.0,5568.0,6786.0,5028.0,3708.0,3.4,3.4,4.1
Allston,65 Brainerd Rd. #75-220 Allston,3627,0.0,0.0,1.0,1.0,4787.0,4285.0,1567.0,1599.0,4357.0,4194.0,2.4,2.4,2.4
Allston,65 Brainerd Rd. #60-501 Allston,3823,0.0,0.0,2.0,1.0,4787.0,4285.0,1567.0,1599.0,4357.0,4194.0,2.4,2.4,2.4
Allston,65 Brainerd Rd. #65-215 Allston,3062,0.0,0.0,1.0,1.0,4787.0,4285.0,1567.0,1599.0,4357.0,4194.0,2.4,2.4,2.4
Fenway,1330 Boylston St. #604 Fenway,4900,0.0,0.0,1.0,1.5,3634.0,1131.0,699.0,1328.0,7716.0,6269.0,0,0,2.4
Brighton,1550 Soldiers Field Rd. #116 Brighton,2592,0.0,0.0,1.0,1.0,9893.0,8280.0,5568.0,6786.0,5028.0,3708.0,3.4,3.4,4.1
Back Bay,790 Boylston St. #790-15A Back Bay,3110,0.0,0.0,,1.0,2367.0,1744.0,3413.0,2252.0,8948.0,8417.0,1.7,4.1,2.4
South End,89 East Dedham St. #2-228 South End,3207,0.0,0.0,,1.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
South End,89 East Dedham St. #2-902 South End,3322,0.0,0.0,,1.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
South End,89 East Dedham St. #2-502 South End,3242,0.0,0.0,,1.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
South End,89 East Dedham St. #2-1102 South End,3522,0.0,0.0,,1.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
South End,89 East Dedham St. #2-825 South End,3721,0.0,0.0,1.0,1.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
South End,89 East Dedham St. #2-108 South End,4161,0.0,0.0,1.0,1.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
South End,89 East Dedham St. #2-1004 South End,5595,0.0,0.0,2.0,2.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
South End,89 East Dedham St. #2-107 South End,5815,0.0,0.0,2.0,2.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
South End,89 East Dedham St. #2-511 South End,7149,0.0,0.0,3.0,2.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
Fenway,1260 Boylston St. #818 Fenway,4168,0.0,0.0,1.0,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Fenway,1260 Boylston St. #808 Fenway,3259,0.0,0.0,,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Fenway,1260 Boylston St. #PH16 Fenway,3500,0.0,0.0,,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Fenway,1260 Boylston St. #438 Fenway,3391,0.0,0.0,,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Brighton,175 Washington St. #3618 Brighton,3748,0.0,0.0,1.0,1.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Bay Village,212 Stuart St. #1806 Bay Village,6035,0.0,0.0,1.0,1.0,2644.0,3864.0,10621.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Mission Hill,101 South Huntington Ave. #404 Mission Hill,4401,0.0,0.0,2.0,1.5,2123.0,2119.0,4928.0,2864.0,12681.0,6064.0,2.4,4.1,2.4
South End,300 Harrison Ave. #3-209 South End,3649,0.0,0.0,,1.0,2915.0,3430.0,9649.0,7808.0,10102.0,16331.0,1.7,3.4,2.4
South End,300 Harrison Ave. #3-308 South End,3649,0.0,0.0,,1.0,2915.0,3430.0,9649.0,7808.0,10102.0,16331.0,1.7,3.4,2.4
South End,300 Harrison Ave. #3-307 South End,3663,0.0,0.0,1.0,1.0,2915.0,3430.0,9649.0,7808.0,10102.0,16331.0,1.7,3.4,2.4
South End,300 Harrison Ave. #2-524H-A South End,3688,0.0,0.0,1.0,1.0,2915.0,3430.0,9649.0,7808.0,10643.0,16331.0,1.7,3.4,2.4
Fenway,771 Beacon St. #B2-1204 Fenway,4028,0.0,0.0,,1.0,3091.0,1670.0,538.0,822.0,6951.0,5904.0,1.7,0,2.4
Fenway,1260 Boylston St. #610 Fenway,3241,0.0,0.0,,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
South End,300 Harrison Ave. #1-710H-A South End,3513,0.0,0.0,1.0,1.0,2915.0,3430.0,9649.0,7808.0,10643.0,16331.0,1.7,3.4,2.4
Dorchester,24 Oyster Bay Rd. #310210 Dorchester,3265,0.0,0.0,2.0,2.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Brighton,175 Washington St. #3448 Brighton,2821,0.0,0.0,,1.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Brighton,175 Washington St. #1121 Brighton,3924,0.0,0.0,2.0,2.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Brighton,175 Washington St. #3110 Brighton,4067,0.0,0.0,2.0,2.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Fenway,49 Burbank St. #34807 Fenway,2610,0.0,0.0,,1.0,302.0,563.0,2655.0,1649.0,8233.0,12672.0,0,2.4,2.4
Mission Hill,1575 Tremont St. #1103 Mission Hill,4336,0.0,0.0,2.0,1.0,1349.0,1289.0,5580.0,2620.0,7984.0,6760.0,2.4,4.1,4.1
Mission Hill,1575 Tremont St. #809 Mission Hill,4161,0.0,0.0,2.0,1.0,1349.0,1289.0,5580.0,2620.0,7984.0,6760.0,2.4,4.1,4.1
Dorchester,725 Adams St. #735008 Dorchester,2005,0.0,0.0,,1.0,10685.0,9622.0,13912.0,15835.0,18195.0,14114.0,3.4,4.1,7.5
Allston,525 Lincoln St. #Various (3 bed) Allston,6000,0.0,0.0,3.0,2.0,6714.0,4957.0,2835.0,2036.0,4978.0,4680.0,3.4,3.4,2.4
Allston,525 Lincoln St. #Various (Studio) Allston,2950,0.0,0.0,,1.0,6714.0,4957.0,2835.0,2036.0,4978.0,4680.0,3.4,3.4,2.4
Dorchester,18 Sumner St. #2 Dorchester,4800,0.0,0.0,4.0,3.0,7331.0,3610.0,12482.0,11724.0,13637.0,20229.0,3.4,5.8,5.8
Dorchester,307 Hancock St. #1 Dorchester,2000,0.0,0.0,1.0,1.0,5757.0,4428.0,9157.0,14120.0,13137.0,13467.0,1.7,3.4,5.8
Dorchester,303 Hancock St. #2 Dorchester,2000,0.0,0.0,1.0,1.0,5748.0,4419.0,9148.0,14129.0,13128.0,13458.0,1.7,3.4,5.8
Brighton,175 Washington St. #3130 Brighton,3051,0.0,0.0,,1.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Brighton,175 Washington St. #3146 Brighton,2882,0.0,0.0,,1.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Fenway,1260 Boylston St. #611 Fenway,3150,0.0,0.0,,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Brighton,1550 Soldiers Field Rd. #328 Brighton,3267,0.0,0.0,1.0,1.0,9893.0,8280.0,5568.0,6786.0,5028.0,3708.0,3.4,3.4,4.1
Fenway,1260 Boylston St. #1024 Fenway,3233,0.0,0.0,,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Dorchester,1943 Dorchester Ave. #202 Dorchester,2595,0.0,0.0,1.0,1.0,8106.0,10799.0,11109.0,17012.0,19632.0,13544.0,1.7,4.1,2.4
Brighton,175 Washington St. #3311 Brighton,3423,0.0,0.0,1.0,1.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Jamaica Plain,201 South Huntington Ave. #201-313 Jamaica Plain,4300,0.0,0.0,1.0,1.0,2640.0,2611.0,5333.0,3356.0,13113.0,6556.0,2.4,2.4,2.4
South End,300 Harrison Ave. #2-327H-A South End,7941,0.0,0.0,3.0,2.0,2915.0,3430.0,9649.0,7808.0,10643.0,16331.0,1.7,3.4,4.1
Mission Hill,101 South Huntington Ave. #305 Mission Hill,4739,0.0,0.0,2.0,2.0,2123.0,2119.0,4928.0,2864.0,12681.0,6064.0,2.4,4.1,2.4
Mission Hill,1575 Tremont St. #904 Mission Hill,4396,0.0,0.0,2.0,1.0,1349.0,1289.0,5580.0,2620.0,7984.0,6760.0,2.4,4.1,4.1
Jamaica Plain,201 South Huntington Ave. #201-415 Jamaica Plain,4275,0.0,0.0,1.0,1.0,2640.0,2611.0,5333.0,3356.0,13113.0,6556.0,2.4,2.4,2.4
Brighton,9 Bronsdon St. #3B-D_14294 Brighton,3095,0.0,0.0,2.0,1.0,7794.0,6424.0,6686.0,3503.0,4426.0,3527.0,3.4,3.4,4.1
Mission Hill,75 Saint Alphonsus St. #1816 Mission Hill,3279,0.0,0.0,2.0,1.5,918.0,950.0,5684.0,2281.0,8088.0,6921.0,2.4,4.1,4.1
Allston,65 Brainerd Rd. #60-406 Allston,3688,0.0,0.0,2.0,1.0,5046.0,4285.0,1567.0,1599.0,4357.0,4194.0,2.4,2.4,2.4
Jamaica Plain,201 South Huntington Ave. #201-618 Jamaica Plain,3390,0.0,0.0,1.0,1.0,2640.0,2611.0,5333.0,3356.0,13113.0,6556.0,2.4,2.4,2.4
Dorchester,401 Mount Vernon St. #401-334 Dorchester,2600,0.0,0.0,1.0,1.0,9578.0,6082.0,12911.0,12295.0,16283.0,20800.0,1.7,1.7,4.1
Dorchester,401 Mount Vernon St. #401-327 Dorchester,2702,0.0,0.0,1.0,1.0,9578.0,6082.0,12911.0,12295.0,16283.0,20800.0,1.7,1.7,4.1
Mission Hill,101 South Huntington Ave. #509 Mission Hill,4248,0.0,0.0,1.0,1.0,2123.0,2119.0,4928.0,2864.0,12681.0,6064.0,2.4,4.1,2.4
Jamaica Plain,201 South Huntington Ave. #221-501 Jamaica Plain,4650,0.0,0.0,2.0,2.0,2640.0,2611.0,5333.0,3356.0,13113.0,6556.0,2.4,3.4,2.4
Dorchester,401 Mount Vernon St. #401-429 Dorchester,3482,0.0,0.0,2.0,2.0,9578.0,6082.0,12911.0,12295.0,16283.0,20800.0,1.7,1.7,4.1
Brighton,175 Washington St. #3234 Brighton,3501,0.0,0.0,1.0,1.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Bay Village,212 Stuart St. #904 Bay Village,8250,0.0,0.0,2.0,2.0,2644.0,3864.0,10621.0,3348.0,9465.0,14935.0,1.7,4.1,2.4
Fenway,771 Beacon St. #B2-1201 Fenway,5402,0.0,0.0,2.0,2.0,3091.0,1670.0,538.0,822.0,6951.0,5904.0,1.7,0,2.4
Dorchester,401 Mount Vernon St. #401-236 Dorchester,3506,0.0,0.0,2.0,2.0,9578.0,6082.0,12911.0,12295.0,16283.0,20800.0,1.7,1.7,4.1
Allston,65 Brainerd Rd. #75-505 Allston,3818,0.0,0.0,1.0,1.0,5046.0,4285.0,1567.0,1599.0,4357.0,4194.0,2.4,2.4,2.4
Dorchester,401 Mount Vernon St. #401-433 Dorchester,3458,0.0,0.0,2.0,2.0,9578.0,6082.0,12911.0,12295.0,16283.0,20800.0,1.7,1.7,4.1
Dorchester,401 Mount Vernon St. #401-917 Dorchester,3506,0.0,0.0,2.0,2.0,9578.0,6082.0,12911.0,12295.0,16283.0,20800.0,1.7,1.7,4.1
Brighton,2 Sutherland Rd. #31 Brighton,2650,0.0,0.0,2.0,1.0,6253.0,5728.0,4859.0,3980.0,1643.0,1430.0,2.4,3.4,2.4
Dorchester,401 Mount Vernon St. #401-329 Dorchester,3482,0.0,0.0,2.0,2.0,9578.0,6082.0,12911.0,12295.0,16283.0,20800.0,1.7,1.7,4.1
Dorchester,24 Oyster Bay Rd. #330115 Dorchester,3655,0.0,0.0,2.0,1.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,780 Morrissey Blv Dorchester,2240,0.0,0.0,,1.0,9345.0,7336.0,20325.0,13549.0,19514.0,22054.0,4.1,4.1,4.1
South End,300 Harrison Ave. #3-511 South End,3649,0.0,0.0,,1.0,2915.0,3430.0,9649.0,7808.0,10643.0,16331.0,1.7,3.4,4.1
Allston,65 Brainerd Rd. #75-321 Allston,3358,0.0,0.0,1.0,1.0,5046.0,4285.0,1567.0,1599.0,4357.0,4194.0,2.4,2.4,2.4
Brighton,1550 Soldiers Field Rd. #531 Brighton,2700,0.0,0.0,1.0,1.0,9893.0,8280.0,5568.0,6786.0,5028.0,3708.0,3.4,3.4,4.1
Dorchester,24 Oyster Bay Rd. #210315 Dorchester,3295,0.0,0.0,2.0,1.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #260314 Dorchester,3540,0.0,0.0,2.0,2.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #260404 Dorchester,3550,0.0,0.0,2.0,2.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #190404 Dorchester,3425,0.0,0.0,2.0,2.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #180106 Dorchester,3295,0.0,0.0,2.0,1.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #210114 Dorchester,3475,0.0,0.0,2.0,1.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #200058 Dorchester,3755,0.0,0.0,2.0,2.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #170086 Dorchester,4350,0.0,0.0,2.0,2.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #230201 Dorchester,5300,0.0,0.0,3.0,1.5,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Brighton,61 Selkirk Rd. #4 Brighton,2550,0.0,0.0,1.0,1.0,6716.0,5842.0,3496.0,3556.0,1814.0,1607.0,2.4,2.4,2.4
Brighton,175 Washington St. #3412 Brighton,3944,0.0,0.0,2.0,2.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
South End,89 East Dedham St. #512 South End,7091,0.0,0.0,3.0,2.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
Dorchester,24 Oyster Bay Rd. #140166 Dorchester,4895,0.0,0.0,3.0,1.5,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Jamaica Plain,201 South Huntington Ave. #201-704 Jamaica Plain,3495,0.0,0.0,1.0,1.0,2640.0,2611.0,5333.0,3356.0,13113.0,6556.0,2.4,3.4,2.4
Dorchester,24 Oyster Bay Rd. #370106 Dorchester,5060,0.0,0.0,3.0,1.5,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Brighton,9 Bronsdon St. #21B-C_14264 Brighton,3720,0.0,0.0,3.0,1.0,7794.0,6424.0,6560.0,3503.0,4426.0,3527.0,3.4,3.4,4.1
Brighton,175 Washington St. #2516 Brighton,4061,0.0,0.0,2.0,2.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Back Bay,13-19 Stanhope St. #2A Back Bay,6000,0.0,0.0,2.0,1.5,2391.0,1979.0,5718.0,2650.0,9610.0,14747.0,1.7,2.4,2.4
Dorchester,401 Mount Vernon St. #375-724 Dorchester,2564,0.0,0.0,,1.0,9578.0,6082.0,12911.0,12295.0,16283.0,20800.0,1.7,1.7,4.1
South End,89 East Dedham St. #1109 South End,5826,0.0,0.0,2.0,2.0,3699.0,2296.0,7098.0,8472.0,13218.0,17007.0,1.7,1.7,4.1
Dorchester,24 Oyster Bay Rd. #110402 Dorchester,3275,0.0,0.0,2.0,2.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Dorchester,24 Oyster Bay Rd. #240503 Dorchester,3410,0.0,0.0,2.0,2.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
Allston,65 Brainerd Rd. #60-203 Allston,3883,0.0,0.0,2.0,1.0,5046.0,4285.0,1567.0,1599.0,4357.0,4194.0,2.4,2.4,2.4
Brighton,175 Washington St. #3212 Brighton,4100,0.0,0.0,2.0,2.0,6251.0,5395.0,3031.0,3110.0,3036.0,2797.0,3.4,2.4,2.4
Dorchester,24 Oyster Bay Rd. #380310 Dorchester,3430,0.0,0.0,1.0,1.0,9641.0,5542.0,12974.0,11755.0,19953.0,20260.0,1.7,1.7,2.4
