Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit,Northeastern University_driving,Boston University_transit_distance,Boston University_driving_distance,Boston College_transit_distance,Boston College_driving_distance,Northeastern University_transit_cost,Boston University_transit_cost,Boston College_transit_cost
Back Bay,"481 Beacon St.,Unit 12A,Boston,MA,02115,Back Bay",3300,0.0,0.0,2.0,1.0,1528.0,1225,706.0,706,8033.0,11673,1.7,0.0,2.4
Dorchester,"14 Hartland St.,Unit 3,Boston,MA,02125,Dorchester",3300,0.284,0.37,3.0,1.0,7651.0,4062,10649.0,11816,15560.0,20321,1.7,3.4,2.4
Charlestown,"191 Main,Unit 5,Boston,MA,02129,Charlestown",3300,0.0,0.0,1.0,1.0,6988.0,5686,8770.0,5170,13464.0,15846,4.1,0.0,0.0
Charlestown,"59 High St.,Unit 3,Boston,MA,02129,Charlestown",3300,0.0,0.0,1.0,1.0,7066.0,5787,8864.0,5271,13559.0,15947,4.1,0.0,0.0
Mid Cambridge,"53 Lee St.,Unit 2,Cambridge,MA,02139,Mid Cambridge",3300,0.0,0.0,3.0,1.0,4511.0,4139,6458.0,3528,11152.0,9802,1.7,4.1,4.1
Allston,"130 Glenville Ave.,Unit 1,Boston,MA,02134,Allston",3300,0.13,0.25,3.0,1.0,7187.0,6368,1862.0,1873,3409.0,3192,3.4,2.4,2.4
Mid Cambridge,"1039 Massachusetts Ave.,Unit 403,Cambridge,MA,02138,Mid Cambridge",3300,0.0,0.0,2.0,1.0,4611.0,5584,6558.0,3139,11252.0,9323,1.7,4.1,4.1
Allston,"1082 Commonwealth Ave.,Unit 206,Boston,MA,02215,Allston",3300,0.13,0.25,2.0,1.0,6069.0,3881,698.0,446,4531.0,4960,4.1,2.4,2.4
Mission Hill,"80 Fenwood Rd.,Unit 807,Boston,MA,02115,Mission Hill",3300,0.0,0.0,1.0,1.0,1498.0,1505,3466.0,2250,7767.0,6502,2.4,3.4,4.1
Financial District,"40 Batterymarch St.,Unit PH,Boston,MA,02109,Financial District",3300,0.0,0.0,2.0,1.0,4545.0,5004,6461.0,6705,11156.0,16411,2.4,2.4,2.4
Roxbury,"2 Centre St. Ter.,Unit 9,Boston,MA,02119,Roxbury",3300,0.38,0.07,2.0,1.0,3448.0,2468,6257.0,4572,10808.0,8703,1.7,3.4,5.8
Allston,"132 Glenville Ave.,Unit 2,Boston,MA,02134,Allston",3300,0.13,0.25,3.0,1.0,7177.0,6358,1852.0,1863,3399.0,3182,3.4,2.4,2.4
North Cambridge,"130 Cambridgepark Dr.,Unit 645,Cambridge,MA,02140,North Cambridge",3301,0.0,0.0,1.0,1.0,17863.0,9948,21292.0,8454,20226.0,10330,0.0,0.0,2.4
Back Bay,"790 Boylston St.,Unit 790-3I,Boston,MA,02116,Back Bay",3310,0.0,0.0,1.0,1.0,1674.0,1744,4253.0,2252,8948.0,14265,1.7,2.4,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 1501,Boston,MA,02120,Mission Hill",3311,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Mission Hill,"75 Saint Alphonsus St.,Unit 1715,Boston,MA,02120,Mission Hill",3311,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Mission Hill,"75 Saint Alphonsus St.,Unit 501,Boston,MA,02120,Mission Hill",3314,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Jamaica Plain,"161 South Hungtinton Ave.,Unit 505,Boston,MA,02130,Jamaica Plain",3315,0.03,0.28,1.0,1.0,2509.0,2548,8377.0,3293,13072.0,6493,2.4,4.1,4.1
East Boston,"144 Addison St.,Unit 302N,Boston,MA,02128,East Boston",3324,0.0,0.0,2.0,2.0,11426.0,10029,12740.0,9513,16505.0,22351,4.1,4.1,4.1
Mission Hill,"75 Saint Alphonsus St.,Unit 801,Boston,MA,02120,Mission Hill",3324,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Mission Hill,"75 Saint Alphonsus St.,Unit 915,Boston,MA,02120,Mission Hill",3324,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Brighton,"175 Washington St.,Unit 2212,Boston,MA,02135,Brighton",3328,0.13,0.25,1.0,1.0,8711.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 1115,Boston,MA,02120,Mission Hill",3339,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Mission Hill,"75 Saint Alphonsus St.,Unit 1215,Boston,MA,02120,Mission Hill",3339,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Jamaica Plain,"225 Centre St.,Unit 301,Boston,MA,02119,Jamaica Plain",3346,0.03,0.28,2.0,2.0,2691.0,1936,6091.0,4040,9855.0,7384,1.7,3.4,5.8
Fenway,"81 Park Dr.,Unit D,Boston,MA,02215,Fenway",3350,0.2866,1.86,2.0,1.0,319.0,960,2913.0,1730,8031.0,6677,0.0,1.7,2.4
Dorchester,"1854 Dorchester Ave.,Unit 202,Boston,MA,02125,Dorchester",3350,0.284,0.37,2.0,2.0,7851.0,10733,11251.0,16946,15404.0,13930,1.7,3.4,5.8
Jamaica Plain,"103 Bynner,Unit 2,Boston,MA,02130,Jamaica Plain",3350,0.03,0.28,2.0,1.0,3598.0,3961,5624.0,3601,13404.0,6288,1.7,3.4,4.1
Financial District,"1 India St.,Unit 7B,Boston,MA,02109,Financial District",3350,0.0,0.0,1.0,1.0,4460.0,5296,6376.0,4698,11071.0,16703,2.4,2.4,2.4
Beacon Hill,"130 Myrtle St.,Unit 6,Boston,MA,02114,Beacon Hill",3350,0.0,0.0,1.0,1.0,4800.0,4459,5726.0,3943,10954.0,14619,2.4,4.1,2.4
Kenmore,"41 Bay State Rd.,Unit 5F,Boston,MA,02215,Kenmore",3350,0.0,0.0,2.0,1.0,1565.0,1106,428.0,428,7208.0,6895,2.4,0.0,2.4
Dorchester,"247 Savin Hill Ave.,Unit 3,Boston,MA,02125,Dorchester",3350,0.284,0.37,1.0,1.0,8926.0,5116,12084.0,14580,16779.0,23085,4.1,2.4,2.4
Dorchester,"2 Howe Ter.,Unit 3,Boston,MA,02125,Dorchester",3350,0.284,0.37,3.0,1.0,5506.0,4067,8906.0,12803,12786.0,13120,1.7,3.4,5.8
Dorchester,"158 Boston St.,Unit 1,Boston,MA,02125,Dorchester",3350,0.284,0.37,3.0,1.0,8003.0,3356,9784.0,9947,14479.0,18479,3.4,4.1,4.1
Dorchester,"1854 Dorchester Ave.,Unit 202,Boston,MA,02124,Dorchester",3350,0.284,0.37,2.0,2.0,11706.0,10876,11476.0,17089,19560.0,13621,4.1,3.4,2.4
Allston,"25 Haskell,Unit 2,Boston,MA,02134,Allston",3350,0.13,0.25,3.0,1.0,7464.0,5464,3263.0,3408,6280.0,5175,1.7,3.4,4.1
North Cambridge,"7 Cameron Ave.,Unit 309,Cambridge,MA,02140,North Cambridge",3350,0.0,0.0,1.0,1.0,8785.0,9212,8432.0,6941,11450.0,11189,3.4,5.1,5.8
Jamaica Plain,"103 Bynner,Unit 2,Boston,MA,02130,Jamaica Plain",3350,0.03,0.28,2.0,1.0,3598.0,3961,5624.0,3601,13404.0,6288,1.7,3.4,4.1
Porter Square,"7 Cameron,Unit 309,Cambridge,MA,02140,Porter Square",3350,0.0,0.0,1.0,1.0,8785.0,9212,8432.0,6941,11450.0,11189,3.4,5.1,5.8
East Boston,"177 Chelsea,Unit 2,Boston,MA,02128,East Boston",3350,0.0,0.0,2.0,2.0,7599.0,7771,9515.0,7255,14210.0,17931,2.4,2.4,2.4
Chinatown,"120 Kingston St.,Unit 706,Boston,MA,02111,Chinatown",3357,0.0,0.0,1.0,1.0,3607.0,4407,6882.0,6802,10221.0,15821,2.4,4.1,2.4
Chinatown,"120 Kingston St.,Unit 1111,Boston,MA,02111,Chinatown",3360,0.0,0.0,1.0,1.0,3607.0,4407,6882.0,6802,10221.0,15821,2.4,4.1,2.4
Jamaica Plain,"161 South Hungtinton Ave.,Unit 401,Boston,MA,02130,Jamaica Plain",3360,0.03,0.28,1.0,1.0,2509.0,2548,8377.0,3293,13072.0,6493,2.4,4.1,4.1
Mid Cambridge,"258 Harvard,Unit 5,Cambridge,MA,02139,Mid Cambridge",3360,0.0,0.0,2.0,1.0,6174.0,3684,2942.0,3057,14185.0,9541,1.7,1.7,2.4
Brighton,"175 Washington St.,Unit 3309,Boston,MA,02135,Brighton",3363,0.13,0.25,1.0,1.0,8711.0,5395,3031.0,3110,3036.0,2797,3.4,2.4,2.4
Mission Hill,"75 Saint Alphonsus St.,Unit 1901,Boston,MA,02120,Mission Hill",3369,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Charlestown,"250 1st Ave.,Unit 1-1002,Boston,MA,02129,Charlestown",3370,0.0,0.0,1.0,1.0,8152.0,4254,11551.0,12015,15095.0,20520,3.4,3.4,4.1
North Cambridge,"165 Cambridge Park Dr.,Unit 242,Cambridge,MA,02140,North Cambridge",3374,0.0,0.0,1.0,1.0,17704.0,10014,15597.0,8520,20292.0,10396,4.1,2.4,2.4
Jamaica Plain,"48 Wenham,Unit 1,Boston,MA,02130,Jamaica Plain",3375,0.03,0.28,3.0,1.0,7013.0,5390,9998.0,7441,16767.0,8458,3.4,3.4,4.1
Mission Hill,"101 South Huntington Ave.,Unit 1111,Boston,MA,02130,Mission Hill",3376,0.0,0.0,1.0,1.0,2123.0,2119,7986.0,2864,12681.0,6064,2.4,4.1,4.1
Mission Hill,"75 Saint Alphonsus St.,Unit 112,Boston,MA,02120,Mission Hill",3379,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
East Boston,"126 Border St.,Unit 518,Boston,MA,02128,East Boston",3393,0.0,0.0,2.0,2.0,6788.0,7861,8704.0,7345,13399.0,18021,2.4,2.4,2.4
Brighton,"10 Camelot Ct.,Unit 10-7K,Boston,MA,02135,Brighton",3393,0.13,0.25,1.0,1.0,7623.0,6283,2297.0,2209,3362.0,3454,3.4,2.4,2.4
Charlestown,"50 Hood Park Dr.,Unit 437,Boston,MA,02129,Charlestown",3394,0.0,0.0,1.0,1.0,9071.0,7504,10543.0,6988,15238.0,17664,4.1,4.1,4.1
Harvard Square,"60 Brattle St.,Unit 506,Cambridge,MA,02138,Harvard Square",3395,0.0,0.0,1.0,1.0,9130.0,6433,5098.0,4162,8116.0,8239,2.4,3.4,4.1
North End,"145 Commercial St.,Unit 330,Boston,MA,02109,North End",3395,0.0,0.0,1.0,1.0,5008.0,5572,6656.0,5123,11351.0,16979,2.4,2.4,2.4
Harvard Square,"60 Brattle St.,Unit 406,Cambridge,MA ,02138,Harvard Square",3395,0.0,0.0,1.0,1.0,9130.0,6433,5098.0,4162,8116.0,8239,2.4,3.4,4.1
Harvard Square,"60 Brattle St.,Unit 506,Cambridge,MA ,02138,Harvard Square",3395,0.0,0.0,1.0,1.0,9130.0,6433,5098.0,4162,8116.0,8239,2.4,3.4,4.1
Harvard Square,"1 Chauncy St.,Unit 1-14,Cambridge,MA,02138,Harvard Square",3395,0.0,0.0,1.0,1.0,10227.0,6979,11796.0,4708,8994.0,8785,5.8,4.1,4.1
Allston,"45 Ashford St.,Unit 9,Boston,MA,02134,Allston",3395,0.13,0.25,3.0,1.0,6521.0,5639,904.0,1467,5032.0,4579,3.4,0.0,2.4
Harvard Square,"60 Brattle St.,Unit 406,Cambridge,MA,02138,Harvard Square",3395,0.0,0.0,1.0,1.0,9130.0,6433,5098.0,4162,8116.0,8239,2.4,3.4,4.1
Allston,"45 Ashford St.,Unit 21,Boston,MA,02134,Allston",3395,0.13,0.25,3.0,1.0,6521.0,5639,904.0,1467,5032.0,4579,3.4,0.0,2.4
Mission Hill,"101 South Huntington Ave.,Unit 609,Boston,MA,02130,Mission Hill",3396,0.0,0.0,1.0,1.0,2123.0,2119,7986.0,2864,12681.0,6064,2.4,4.1,4.1
Mission Hill,"75 Saint Alphonsus St.,Unit 309,Boston,MA,02120,Mission Hill",3396,0.0,0.0,2.0,1.0,902.0,966,5314.0,2297,8104.0,6937,2.4,4.1,4.1
Kenmore,"43 Bay State Rd.,Unit 3R,Boston,MA,02215,Kenmore",3400,0.0,0.0,2.0,1.0,1496.0,1444,296.0,357,7139.0,6461,2.4,0.0,2.4
Jamaica Plain,"74 Weld Hill,Unit 3,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,7004.0,5381,9989.0,7432,16758.0,8449,3.4,3.4,4.1
Brookline Village,"22 Chestnut Pl.,Unit 316,Brookline,MA,02445,Brookline Village",3400,0.0,0.0,2.0,2.0,6220.0,3519,4265.0,4482,11160.0,4850,3.4,3.4,4.1
Back Bay,"504 beacon St.,Unit 26,Boston,MA,02115,Back Bay",3400,0.0,0.0,1.0,1.0,1529.0,1166,647.0,647,8034.0,11614,1.7,0.0,2.4
Jamaica Plain,"51 Custer St.,Unit 3,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,5888.0,6270,7672.0,5910,15695.0,6927,1.7,3.4,4.1
Jamaica Plain,"74 Mozart St.,Unit 1,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,3.0,1.0,3191.0,2710,6656.0,4784,10811.0,7194,1.7,4.1,6.5
Brighton,"31 South St.,Unit B2,Boston,MA,02135,Brighton",3400,0.13,0.25,2.0,1.0,7353.0,6509,4132.0,4224,993.0,791,2.4,2.4,2.4
East Boston,"68 Liverpool St.,Unit 1,Boston,MA,02128,East Boston",3400,0.0,0.0,2.0,2.0,6627.0,7868,8543.0,7352,13238.0,18028,2.4,2.4,2.4
Jamaica Plain,"51 Custer St.,Unit 1,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,5888.0,6270,7672.0,5910,15695.0,6927,1.7,3.4,4.1
Roxbury,"24 Dunreath St.,Unit 2,Boston,MA,02119,Roxbury",3400,0.38,0.07,3.0,1.0,3259.0,1999,6404.0,4842,10557.0,9685,1.7,3.4,5.8
Brookline Village,"203 High St.,Unit 2,Brookline,MA,02445,Brookline Village",3400,0.0,0.0,3.0,1.0,5690.0,3108,5034.0,3281,7438.0,5405,3.4,3.4,4.1
Brighton,"1283 Commonwealth Ave.,Unit 4,Boston,MA,02134,Brighton",3400,0.13,0.25,3.0,1.0,7128.0,6812,1268.0,2309,3640.0,3499,3.4,2.4,2.4
Jamaica Plain,"74 Weld Hill,Unit 3,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,7004.0,5381,9989.0,7432,16758.0,8449,3.4,3.4,4.1
East Boston,"156 Porter St.,Unit 418,Boston,MA,02128,East Boston",3400,0.0,0.0,1.0,2.0,11999.0,7974,9734.0,7458,14429.0,18134,4.8,2.4,2.4
North End,"59 Endicott,Unit 6,Boston,MA,02113,North End",3400,0.0,0.0,2.0,1.0,4500.0,6324,5581.0,5147,11116.0,17743,2.4,4.1,2.4
Dorchester,"95 Fuller St.,Unit 1,Boston,MA,02124,Dorchester",3400,0.284,0.37,3.0,1.0,9678.0,11127,11982.0,17340,20128.0,12684,1.7,3.4,2.4
Fenway,"111 Norway St.,Unit 404,Boston,MA,02115,Fenway",3400,0.2866,1.86,1.0,1.0,327.0,1829,3409.0,1226,8103.0,12249,0.0,2.4,2.4
Back Bay,"456 Beacon St.,Unit 10,Boston,MA,02115,Back Bay",3400,0.0,0.0,1.0,1.0,1665.0,1362,843.0,843,8170.0,11810,1.7,0.0,2.4
Jamaica Plain,"74 Mozart St.,Unit 2,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,3.0,1.0,3193.0,2707,6658.0,4781,10813.0,7191,1.7,4.1,6.5
Fenway,"111 Norway St.,Unit 404,Boston,MA,02115,Fenway",3400,0.2866,1.86,1.0,1.0,327.0,1829,3409.0,1226,8103.0,12249,0.0,2.4,2.4
Brighton,"1283 Commonwealth Ave.,Unit 4,Boston,MA,02134,Brighton",3400,0.13,0.25,3.0,1.0,7128.0,6812,1268.0,2309,3640.0,3499,3.4,2.4,2.4
Jamaica Plain,"74 Weld Hill,Unit 3,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,7004.0,5381,9989.0,7432,16758.0,8449,3.4,3.4,4.1
North End,"145 Commercial St.,Unit 235,Boston,MA,02109,North End",3400,0.0,0.0,1.0,1.0,5008.0,5572,6656.0,5123,11351.0,16979,2.4,2.4,2.4
Jamaica Plain,"51 Custer St.,Unit 3,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,5888.0,6270,7672.0,5910,15695.0,6927,1.7,3.4,4.1
Jamaica Plain,"20 Boynton St.,Unit 2,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,3.0,1.0,5716.0,4688,7742.0,6237,15523.0,7627,1.7,3.4,4.1
Mission Hill,"44 Parker Hill Ave.,Unit 4,Boston,MA,02120,Mission Hill",3400,0.0,0.0,2.0,1.0,1805.0,1780,4660.0,3022,12307.0,6222,2.4,4.1,4.1
Jamaica Plain,"51 Custer St.,Unit 1,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,5888.0,6270,7672.0,5910,15695.0,6927,1.7,3.4,4.1
Dorchester,"82 Ballou Ave.,Unit 1,Boston,MA,02124,Dorchester",3400,0.284,0.37,3.0,2.0,8321.0,7303,20356.0,10796,24206.0,11813,1.7,5.8,4.1
Brookline Village,"35 Saint Paul,Unit 2,Brookline,MA,02446,Brookline Village",3400,0.0,0.0,2.0,1.0,3515.0,2832,3841.0,1733,6245.0,4664,1.7,3.4,4.1
Back Bay,"320 Commonwealth Ave.,Unit 32,Boston,MA,02115,Back Bay",3400,0.0,0.0,1.0,1.0,1447.0,1459,3246.0,1009,7940.0,7174,1.7,2.4,2.4
Brookline Village,"22 Chestnut Pl.,Unit 316,Brookline,MA,02445,Brookline Village",3400,0.0,0.0,2.0,2.0,6220.0,3519,4265.0,4482,11160.0,4850,3.4,3.4,4.1
Hyde Park,"74 Harvard Ave.,Unit 2,Boston,MA,02136,Hyde Park",3400,0.0,0.0,3.0,2.0,12683.0,9660,13461.0,11594,21356.0,12968,3.4,5.8,5.8
North End,"89 Prince St.,Unit 3F,Boston,MA,02113,North End",3400,0.0,0.0,2.0,1.0,5063.0,6960,6997.0,5055,11691.0,18379,2.4,2.4,2.4
Hyde Park,"74 Harvard Ave.,Unit 2,Boston,MA,02136,Hyde Park",3400,0.0,0.0,3.0,2.0,12683.0,9660,13461.0,11594,21356.0,12968,3.4,5.8,5.8
Jamaica Plain,"74 Weld Hill,Unit 3,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,7004.0,5381,9989.0,7432,16758.0,8449,3.4,3.4,4.1
Jamaica Plain,"51 Custer St.,Unit 3,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,5888.0,6270,7672.0,5910,15695.0,6927,1.7,3.4,4.1
Jamaica Plain,"20 Boynton St.,Unit 2,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,3.0,1.0,5716.0,4688,7742.0,6237,15523.0,7627,1.7,3.4,4.1
Brighton,"1283 Commonwealth Ave.,Unit 2,Boston,MA,02134,Brighton",3400,0.13,0.25,3.0,1.0,6639.0,6812,1268.0,2309,3640.0,3499,4.1,2.4,2.4
Roxbury,"88 George St.,Unit 1,Boston,MA,02119,Roxbury",3400,0.38,0.07,3.0,2.0,3313.0,2188,6818.0,4915,10825.0,10204,1.7,3.4,5.8
Dorchester,"36 Sudan St.,Unit 1,Boston,MA,02125,Dorchester",3400,0.284,0.37,3.0,2.0,6430.0,4023,9838.0,11777,15569.0,20282,1.7,3.4,2.4
Brighton,"146 North Beacon St.,Unit A3,Boston,MA,02135,Brighton",3400,0.13,0.25,3.0,1.0,7870.0,8763,2772.0,2394,4549.0,3163,3.4,1.7,2.4
Brighton,"2003 Commonwealth Ave.,Unit 20,Boston,MA,02135,Brighton",3400,0.13,0.25,3.0,1.0,7383.0,11382,4162.0,4660,1023.0,686,2.4,2.4,2.4
Dorchester,"88 Whitfield St.,Unit 2,Boston,MA,02124,Dorchester",3400,0.284,0.37,3.0,1.0,7848.0,5562,11248.0,15735,21212.0,12457,1.7,3.4,4.1
Dorchester,"14 Dyer,Unit 3,Boston,MA,02124,Dorchester",3400,0.284,0.37,3.0,2.0,8586.0,7905,19622.0,10876,24317.0,11893,1.7,4.1,4.1
Dorchester,"28 King St.,Unit 2,Boston,MA,02122,Dorchester",3400,0.284,0.37,3.0,1.0,11373.0,10194,15835.0,16407,19226.0,15375,4.1,4.1,2.4
Dorchester,"55 Thetford Ave.,Unit 1,Boston,MA,02124,Dorchester",3400,0.284,0.37,3.0,1.0,9110.0,7050,11784.0,11223,22270.0,12240,3.4,3.4,4.1
Jamaica Plain,"74 Mozart St.,Unit 2,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,3.0,1.0,6858.0,2707,6658.0,4781,10813.0,7191,1.7,4.1,6.5
Dorchester,"28 King St.,Unit 2,Boston,MA,02122,Dorchester",3400,0.284,0.37,3.0,1.0,11373.0,10194,15835.0,16407,19226.0,15375,4.1,4.1,2.4
Dorchester,"55 Thetford Ave.,Unit 1,Boston,MA,02124,Dorchester",3400,0.284,0.37,3.0,1.0,9110.0,7050,11784.0,11223,22270.0,12240,3.4,3.4,4.1
Brookline Village,"203 High St.,Unit 2,Brookline,MA,02445,Brookline Village",3400,0.0,0.0,3.0,1.0,5690.0,3108,5034.0,3281,7438.0,5405,3.4,3.4,4.1
Dorchester,"30 Thornley St.,Unit 1,Boston,MA,02125,Dorchester",3400,0.284,0.37,2.0,1.0,5103.0,3710,8503.0,11948,16715.0,20453,1.7,3.4,2.4
Dorchester,"916 Dorchester Ave.,Unit 1,Boston,MA,02125,Dorchester",3400,0.284,0.37,2.0,1.0,6287.0,3499,9695.0,11069,15312.0,19574,1.7,3.4,2.4
Jamaica Plain,"91 Bynner St.,Unit 9,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,3547.0,2795,5573.0,3652,13353.0,6339,1.7,3.4,4.1
Jamaica Plain,"70 Woodlawn St.,Unit 1,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,6937.0,5314,9922.0,7365,16691.0,8382,3.4,3.4,4.1
Roslindale,"1400 Centre,Unit 403,Boston,MA,02131,Roslindale",3400,0.0,0.0,2.0,2.0,7984.0,8004,12135.0,7644,17791.0,7326,3.4,5.1,5.8
Roxbury,"24 Dunreath St.,Unit 2,Boston,MA,02119,Roxbury",3400,0.38,0.07,3.0,1.0,3259.0,1999,6404.0,4842,10557.0,9685,1.7,3.4,5.8
Porter Square,"20 Hubbard Ave.,Unit 1,Cambridge,MA,02140,Porter Square",3400,0.0,0.0,3.0,2.0,15128.0,8200,7762.0,5929,10780.0,9697,4.1,5.1,5.8
Porter Square,"1975 Massachusetts Ave.,Unit 304,Cambridge,MA,02140,Porter Square",3400,0.0,0.0,1.0,1.0,9829.0,8752,7095.0,6481,10113.0,10249,3.4,5.1,5.8
Brighton,"1426 Commonwealth Ave.,Unit 1,Boston,MA,02134,Brighton",3400,0.13,0.25,3.0,1.0,7447.0,4731,2076.0,1929,3141.0,3266,4.1,2.4,2.4
Porter Square,"1975 Massachusetts Ave.,Unit 304,Cambridge,MA,02140,Porter Square",3400,0.0,0.0,1.0,1.0,9829.0,8752,7095.0,6481,10113.0,10249,3.4,5.1,5.8
Kendall Square,"17 Plymouth St.,Unit 2,Cambridge,MA,02141,Kendall Square",3400,0.0,0.0,2.0,1.0,3808.0,3685,4292.0,3362,13317.0,8529,1.7,3.4,2.4
Roxbury,"88 George St.,Unit 1,Boston,MA,02119,Roxbury",3400,0.38,0.07,3.0,2.0,3313.0,2188,6818.0,4915,10825.0,10204,1.7,3.4,5.8
Kendall Square,"50 Rogers St.,Unit 404,Cambridge,MA,02142,Kendall Square",3400,0.0,0.0,1.0,1.0,6898.0,5139,8823.0,4184,13518.0,9351,2.4,2.4,2.4
Hyde Park,"74 Harvard Ave.,Unit 2,Boston,MA,02136,Hyde Park",3400,0.0,0.0,3.0,2.0,12683.0,9660,13461.0,11594,21356.0,12968,3.4,5.8,5.8
Harvard Square,"345 Harvard,Unit 1B,Cambridge,MA,02138,Harvard Square",3400,0.0,0.0,2.0,1.0,4593.0,5848,6540.0,3403,11234.0,9587,1.7,4.1,4.1
Waterfront,"65 East India Row,Unit 17E,Boston,MA,02110,Waterfront",3400,0.0,0.0,1.0,1.0,4914.0,5068,6830.0,6769,11525.0,16475,2.4,2.4,2.4
Jamaica Plain,"30 South Huntington Ave.,Unit 1,Boston,MA,02130,Jamaica Plain",3400,0.03,0.28,2.0,1.0,1874.0,1928,7764.0,2673,12459.0,5873,2.4,4.1,4.1
Back Bay,"384 Commonwealth Ave.,Unit 3,Boston,MA,02215,Back Bay",3405,0.0,0.0,2.0,1.0,1585.0,1219,684.0,1290,7878.0,12797,1.7,0.0,2.4
Midtown,"665 Washington St.,Unit 1608,Boston,MA,02116,Midtown",3406,0.0,0.0,1.0,1.0,3413.0,4532,5333.0,6927,10027.0,15946,2.4,2.4,2.4
Brighton,"125 Guest St.,Unit 1806,Boston,MA,02135,Brighton",3408,0.13,0.25,1.0,1.0,7485.0,8753,2530.0,2377,4531.0,3383,3.4,1.7,2.4
North Cambridge,"160 Cambridgepark Dr.,Unit 533,Cambridge,MA,02140,North Cambridge",3410,0.0,0.0,1.0,1.0,13752.0,10073,15655.0,8579,20350.0,10455,2.4,2.4,2.4
Mission Hill,"101 South Huntington Ave.,Unit 704,Boston,MA,02130,Mission Hill",3411,0.0,0.0,1.0,1.0,2123.0,2119,7986.0,2864,12681.0,6064,2.4,4.1,4.1
North End,"50 Causeway St.,Unit 1002,Boston,MA,02114,North End",3415,0.0,0.0,1.0,1.0,4902.0,4894,6827.0,4378,11522.0,15054,2.4,2.4,2.4
Dorchester,"24 Oyster Bay Rd.,Unit 310210,Boston,MA,02125,Dorchester",3415,0.284,0.37,2.0,2.0,8278.0,5542,11028.0,11755,18341.0,20260,1.7,3.4,4.1
Dorchester,"24 Oyster Bay Rd.,Unit 240302,Boston,MA,02125,Dorchester",3415,0.284,0.37,2.0,2.0,8278.0,5542,11028.0,11755,18341.0,20260,1.7,3.4,4.1
North Cambridge,"130 Cambridgepark Dr.,Unit 257,Cambridge,MA,02140,North Cambridge",3416,0.0,0.0,1.0,1.0,13628.0,9948,15531.0,8454,20226.0,10330,2.4,2.4,2.4
Dorchester,"91 Devon St.,Unit 3,Boston,MA,02121,Dorchester",3418,0.284,0.37,3.0,1.0,5054.0,3911,8454.0,7137,12607.0,11777,1.7,3.4,5.8
Mission Hill,"15 Delle Ave.,Unit 1,Boston,MA,02120,Mission Hill",3418,0.0,0.0,3.0,1.0,1849.0,1118,5666.0,2806,8456.0,7194,1.7,4.1,4.1
Dorchester,"91 Devon St.,Unit 3,Boston,MA,02121,Dorchester",3418,0.284,0.37,3.0,1.0,5054.0,3911,8454.0,7137,12607.0,11777,1.7,3.4,5.8
East Boston,"126 Border St.,Unit 511,Boston,MA,02128,East Boston",3419,0.0,0.0,1.0,1.0,6788.0,7861,8704.0,7345,13399.0,18021,2.4,2.4,2.4
Dorchester,"26 Verdun,Unit 2,Boston,MA,02124,Dorchester",3420,0.284,0.37,3.0,1.0,13421.0,9759,16625.0,15972,20016.0,13690,4.1,4.1,2.4
